Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Application_mode,Debtor,Gender,Course,Curricular_units_2nd_sem_enrolled,Mothers_qualification,Admission_grade,Displaced,Curricular_units_2nd_sem_evaluations,Marital_status,Previous_qualification_grade,Mothers_occupation,Curricular_units_2nd_sem_without_evaluations,GDP,Age_grouped,Admission_grade_grouped,Curricular_units_2nd_sem_grade_grouped,Previous_qualification_grade_grouped
Graduate,0,0.0,1,0,20,1 - 1st phase - general contingent,0,0,171 - Animation and Multimedia Design,0,1 - Secondary Education - 12th Year of Schooling or Eq.,110.0,1,0,1 – single,133.1,9 - Unskilled Workers,0,-0.92,17-20,111-120,0-3,131-140
Dropout,0,0.0,1,0,36,39 - Over 23 years old,0,0,8014 - Social Service (evening attendance),6,37 - Basic education 1st cycle (4th/5th year) or equiv.,113.5,1,0,2 – married,130.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,-3.12,31-40,111-120,0-3,131-140
Graduate,13,14.23076923076923,1,0,43,39 - Over 23 years old,0,0,9003 - Agronomy,13,37 - Basic education 1st cycle (4th/5th year) or equiv.,160.0,0,14,4 – divorced,133.1,9 - Unskilled Workers,1,-4.06,41-50,161-170,12-15,131-140
Dropout,0,0.0,1,0,19,18 - 3rd phase - general contingent,0,0,9853 - Basic Education,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,117.4,1,0,1 – single,123.0,9 - Unskilled Workers,0,2.02,17-20,111-120,0-3,121-130
Graduate,11,12.272727272727272,1,0,20,51 - Change of institution/course,1,0,9070 - Communication Design,11,3 - Higher Education - Degree,122.2,0,11,1 – single,130.0,2 - Specialists in Intellectual and Scientific Activities,0,2.02,17-20,121-130,12-15,131-140
Dropout,0,0.0,1,0,19,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,118.2,1,0,1 – single,122.0,4 - Administrative staff,0,-0.92,17-20,111-120,0-3,121-130
Dropout,4,13.25,1,0,20,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,1 - Secondary Education - 12th Year of Schooling or Eq.,106.7,1,17,1 – single,113.0,4 - Administrative staff,0,-4.06,17-20,101-110,12-15,111-120
Dropout,5,12.3,1,0,20,1 - 1st phase - general contingent,0,0,9500 - Nursing,7,3 - Higher Education - Degree,108.2,1,10,1 – single,111.0,4 - Administrative staff,0,1.79,17-20,101-110,12-15,111-120
Enrolled,3,13.0,1,0,20,17 - 2nd phase - general contingent,0,0,9853 - Basic Education,7,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,107.0,1,10,1 – single,133.1,9 - Unskilled Workers,0,-0.92,17-20,101-110,12-15,131-140
Graduate,6,15.0,1,0,18,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,136.1,1,6,1 – single,142.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,0.79,17-20,131-140,15-18,141-150
Enrolled,3,11.0,1,1,18,17 - 2nd phase - general contingent,0,0,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,115.3,1,11,1 – single,123.0,4 - Administrative staff,0,3.51,17-20,111-120,9-12,121-130
Graduate,5,12.8,1,0,19,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,139.8,1,5,1 – single,131.0,9 - Unskilled Workers,0,1.74,17-20,131-140,12-15,131-140
Graduate,6,12.571428571428571,1,0,18,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,1 - Secondary Education - 12th Year of Schooling or Eq.,157.0,1,7,1 – single,158.0,4 - Administrative staff,0,1.74,17-20,151-160,12-15,151-160
Dropout,6,12.516666666666666,1,0,18,17 - 2nd phase - general contingent,0,0,9500 - Nursing,7,37 - Basic education 1st cycle (4th/5th year) or equiv.,131.0,1,7,1 – single,122.0,9 - Unskilled Workers,1,0.32,17-20,131-140,12-15,121-130
Enrolled,7,13.0,1,0,20,43 - Change of course,0,0,9500 - Nursing,7,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,100.0,0,7,1 – single,130.0,9 - Unskilled Workers,0,0.79,17-20,101-110,12-15,131-140
Enrolled,4,10.75,1,1,20,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,140.4,1,12,1 – single,154.0,9 - Unskilled Workers,0,0.32,17-20,141-150,9-12,151-160
Enrolled,3,10.666666666666666,1,0,20,17 - 2nd phase - general contingent,0,0,9147 - Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,113.4,0,10,1 – single,120.0,3 - Intermediate Level Technicians and Professions,0,1.79,17-20,111-120,9-12,121-130
Graduate,5,11.4,1,0,18,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,137.0,0,6,1 – single,140.0,9 - Unskilled Workers,0,-3.12,17-20,131-140,9-12,141-150
Graduate,5,14.0,1,0,18,1 - 1st phase - general contingent,0,0,9147 - Management,5,2 - Higher Education - Bachelor's Degree,121.8,0,5,1 – single,127.0,4 - Administrative staff,0,2.02,17-20,121-130,12-15,121-130
Dropout,2,11.0,1,0,21,17 - 2nd phase - general contingent,0,0,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,131.0,1,12,1 – single,133.1,4 - Administrative staff,0,-3.12,21-25,131-140,9-12,131-140
Graduate,4,11.25,1,0,19,1 - 1st phase - general contingent,0,0,9147 - Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,118.6,1,9,1 – single,120.0,9 - Unskilled Workers,2,-0.92,17-20,111-120,9-12,121-130
Dropout,0,0.0,1,0,19,1 - 1st phase - general contingent,0,0,171 - Animation and Multimedia Design,0,3 - Higher Education - Degree,122.3,0,0,1 – single,137.0,2 - Specialists in Intellectual and Scientific Activities,0,1.74,17-20,121-130,0-3,131-140
Graduate,5,14.2,1,1,19,1 - 1st phase - general contingent,0,0,9670 - Advertising and Marketing Management,5,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,127.9,0,5,1 – single,131.0,9 - Unskilled Workers,0,-3.12,17-20,121-130,12-15,131-140
Graduate,6,12.2,1,0,19,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,121.3,1,13,1 – single,130.0,4 - Administrative staff,0,-4.06,17-20,121-130,12-15,131-140
Dropout,0,0.0,1,0,19,17 - 2nd phase - general contingent,0,0,9556 - Oral Hygiene,7,1 - Secondary Education - 12th Year of Schooling or Eq.,117.1,1,0,1 – single,122.0,4 - Administrative staff,0,0.79,17-20,111-120,0-3,121-130
Graduate,5,13.77777777777778,1,0,20,44 - Technological specialization diploma holders,0,0,9085 - Veterinary Nursing,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,160.0,1,17,1 – single,160.0,9 - Unskilled Workers,0,1.79,17-20,161-170,12-15,161-170
Enrolled,5,13.4,1,1,18,1 - 1st phase - general contingent,0,0,9853 - Basic Education,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,145.3,1,7,1 – single,146.0,9 - Unskilled Workers,0,-3.12,17-20,141-150,12-15,141-150
Graduate,6,13.666666666666666,1,0,18,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,122.6,1,6,1 – single,131.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,1.79,17-20,121-130,12-15,131-140
Graduate,8,15.011111111111113,1,0,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,128.0,1,9,1 – single,132.0,8 - Installation and Machine Operators and Assembly Workers,0,1.79,17-20,121-130,15-18,131-140
Dropout,7,13.742857142857144,1,1,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,124.9,1,9,1 – single,138.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.79,17-20,121-130,12-15,131-140
Graduate,6,13.0,1,0,18,17 - 2nd phase - general contingent,0,0,9070 - Communication Design,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,123.7,1,6,1 – single,130.0,9 - Unskilled Workers,0,0.32,17-20,121-130,12-15,131-140
Graduate,5,14.6,1,0,19,1 - 1st phase - general contingent,0,0,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,120.1,1,5,1 – single,126.0,4 - Administrative staff,0,3.51,17-20,121-130,12-15,121-130
Dropout,0,0.0,1,0,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,7,1 - Secondary Education - 12th Year of Schooling or Eq.,131.7,1,7,1 – single,148.0,3 - Intermediate Level Technicians and Professions,0,0.79,17-20,131-140,0-3,141-150
Graduate,7,11.714285714285714,1,0,20,43 - Change of course,0,0,9238 - Social Service,7,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,133.2,0,8,1 – single,130.0,9 - Unskilled Workers,0,0.32,17-20,131-140,9-12,131-140
Dropout,4,12.5,0,1,19,1 - 1st phase - general contingent,1,0,9670 - Advertising and Marketing Management,6,1 - Secondary Education - 12th Year of Schooling or Eq.,109.3,0,9,1 – single,117.0,3 - Intermediate Level Technicians and Professions,0,1.79,17-20,101-110,12-15,111-120
Graduate,4,11.5,1,0,20,17 - 2nd phase - general contingent,0,0,9670 - Advertising and Marketing Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,113.0,1,5,1 – single,120.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.32,17-20,111-120,9-12,121-130
Graduate,6,14.833333333333334,1,1,18,1 - 1st phase - general contingent,1,0,9773 - Journalism and Communication,6,1 - Secondary Education - 12th Year of Schooling or Eq.,157.9,0,6,1 – single,153.0,Others,0,3.51,17-20,151-160,12-15,151-160
Enrolled,7,12.892857142857142,1,1,20,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,112.1,0,9,1 – single,117.0,4 - Administrative staff,0,2.02,17-20,111-120,12-15,111-120
Graduate,8,17.5875,1,0,18,18 - 3rd phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,174.7,0,8,1 – single,178.0,4 - Administrative staff,0,0.79,17-20,>170,15-18,>170
Graduate,6,12.666666666666666,1,0,19,1 - 1st phase - general contingent,0,0,9500 - Nursing,7,37 - Basic education 1st cycle (4th/5th year) or equiv.,128.8,1,7,1 – single,129.0,9 - Unskilled Workers,0,0.32,17-20,121-130,12-15,121-130
Graduate,5,12.0,1,1,19,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,110.1,1,10,1 – single,116.0,4 - Administrative staff,0,1.79,17-20,111-120,12-15,111-120
Enrolled,0,0.0,0,0,22,51 - Change of institution/course,1,0,9147 - Management,5,3 - Higher Education - Degree,99.7,1,7,1 – single,99.0,3 - Intermediate Level Technicians and Professions,0,3.51,21-25,<=100,0-3,<=100
Graduate,6,11.5,1,1,19,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,121.0,1,6,1 – single,135.0,9 - Unskilled Workers,0,1.79,17-20,121-130,9-12,131-140
Graduate,8,12.33125,1,1,19,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,131.7,1,11,1 – single,141.0,9 - Unskilled Workers,0,-4.06,17-20,131-140,12-15,141-150
Graduate,5,10.8,1,1,19,17 - 2nd phase - general contingent,0,0,9853 - Basic Education,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,119.1,1,9,1 – single,132.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-3.12,17-20,111-120,9-12,131-140
Dropout,0,0.0,1,0,19,1 - 1st phase - general contingent,0,0,9254 - Tourism,5,12 - Other - 11th Year of Schooling,124.7,1,10,1 – single,132.0,9 - Unskilled Workers,0,0.32,17-20,121-130,0-3,131-140
Dropout,3,11.666666666666666,1,0,20,17 - 2nd phase - general contingent,0,0,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,117.2,1,12,1 – single,113.0,9 - Unskilled Workers,0,0.32,17-20,111-120,9-12,111-120
Graduate,5,14.166666666666666,1,0,18,1 - 1st phase - general contingent,0,0,9147 - Management,5,3 - Higher Education - Degree,128.8,0,9,1 – single,134.0,2 - Specialists in Intellectual and Scientific Activities,0,0.79,17-20,121-130,12-15,131-140
Graduate,7,14.178571428571429,1,1,20,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,131.5,0,9,1 – single,136.0,9 - Unskilled Workers,0,2.02,17-20,131-140,12-15,131-140
Enrolled,0,0.0,1,0,18,1 - 1st phase - general contingent,0,0,171 - Animation and Multimedia Design,0,3 - Higher Education - Degree,121.7,1,0,1 – single,136.0,2 - Specialists in Intellectual and Scientific Activities,0,-3.12,17-20,121-130,0-3,131-140
Graduate,5,13.4,1,0,19,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,5,1 - Secondary Education - 12th Year of Schooling or Eq.,123.4,0,6,1 – single,129.0,4 - Administrative staff,0,0.32,17-20,121-130,12-15,121-130
Enrolled,5,10.833333333333334,1,0,18,17 - 2nd phase - general contingent,0,0,9853 - Basic Education,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,124.7,1,10,1 – single,138.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-3.12,17-20,121-130,9-12,131-140
Graduate,5,11.8,1,0,18,1 - 1st phase - general contingent,0,0,9853 - Basic Education,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,132.8,1,8,1 – single,137.0,9 - Unskilled Workers,0,0.32,17-20,131-140,9-12,131-140
Dropout,3,10.0,1,0,21,43 - Change of course,0,0,9853 - Basic Education,6,3 - Higher Education - Degree,108.7,1,12,1 – single,115.0,2 - Specialists in Intellectual and Scientific Activities,0,-3.12,21-25,101-110,9-12,111-120
Dropout,4,11.5,1,0,19,1 - 1st phase - general contingent,0,0,9853 - Basic Education,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,138.1,0,10,1 – single,129.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,0.32,17-20,131-140,9-12,121-130
Graduate,5,11.8,1,1,18,1 - 1st phase - general contingent,0,0,9147 - Management,5,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,126.5,0,5,1 – single,131.0,9 - Unskilled Workers,0,1.79,17-20,121-130,9-12,131-140
Graduate,6,11.857142857142858,1,1,18,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,127.4,1,7,1 – single,133.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-1.7,17-20,121-130,9-12,131-140
Graduate,6,11.833333333333334,1,0,20,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,123.6,1,9,1 – single,125.0,9 - Unskilled Workers,0,-3.12,17-20,121-130,9-12,121-130
Graduate,5,12.6,1,1,24,39 - Over 23 years old,0,0,8014 - Social Service (evening attendance),6,1 - Secondary Education - 12th Year of Schooling or Eq.,122.0,0,9,1 – single,120.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,2.02,21-25,121-130,12-15,121-130
Dropout,6,13.0,1,0,19,1 - 1st phase - general contingent,0,0,9670 - Advertising and Marketing Management,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,118.2,0,9,1 – single,128.0,4 - Administrative staff,0,1.74,17-20,111-120,12-15,121-130
Graduate,7,12.761111111111113,1,1,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,123.9,1,12,1 – single,127.0,9 - Unskilled Workers,0,-4.06,17-20,121-130,12-15,121-130
Graduate,8,15.355,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,125.8,1,8,1 – single,134.0,9 - Unskilled Workers,0,-4.06,17-20,121-130,15-18,131-140
Dropout,3,11.0,1,0,21,17 - 2nd phase - general contingent,0,0,9853 - Basic Education,6,12 - Other - 11th Year of Schooling,123.3,1,10,1 – single,132.0,4 - Administrative staff,0,1.74,21-25,121-130,9-12,131-140
Graduate,5,14.2,1,0,19,17 - 2nd phase - general contingent,0,0,9670 - Advertising and Marketing Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,124.4,0,5,1 – single,124.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.32,17-20,121-130,12-15,121-130
Graduate,6,13.0,1,1,19,17 - 2nd phase - general contingent,0,0,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,126.0,0,7,1 – single,133.1,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-4.06,17-20,121-130,12-15,131-140
Enrolled,0,0.0,1,0,47,39 - Over 23 years old,1,0,9003 - Agronomy,6,1 - Secondary Education - 12th Year of Schooling or Eq.,170.0,0,0,Others,170.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,3.51,41-50,>170,0-3,>170
Graduate,4,11.0,1,0,19,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,121.5,0,12,1 – single,125.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,0.79,17-20,121-130,9-12,121-130
Graduate,7,14.257142857142856,1,0,29,39 - Over 23 years old,0,0,9500 - Nursing,8,2 - Higher Education - Bachelor's Degree,130.0,0,8,1 – single,130.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,-1.7,26-30,131-140,12-15,131-140
Dropout,2,11.333333333333334,1,0,21,43 - Change of course,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,117.0,1,12,1 – single,125.0,4 - Administrative staff,0,-0.92,21-25,111-120,9-12,121-130
Enrolled,4,10.5,1,0,28,39 - Over 23 years old,0,0,9085 - Veterinary Nursing,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,130.0,1,11,1 – single,130.0,9 - Unskilled Workers,0,-1.7,26-30,131-140,9-12,131-140
Graduate,8,13.5625,1,0,20,17 - 2nd phase - general contingent,0,0,9556 - Oral Hygiene,8,37 - Basic education 1st cycle (4th/5th year) or equiv.,108.0,0,8,1 – single,133.1,3 - Intermediate Level Technicians and Professions,0,-4.06,17-20,101-110,12-15,131-140
Graduate,6,11.683333333333332,1,0,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,7,2 - Higher Education - Bachelor's Degree,132.3,1,7,1 – single,131.0,4 - Administrative staff,0,0.32,17-20,131-140,9-12,131-140
Graduate,5,12.0,1,0,26,42 - Transfer,0,0,8014 - Social Service (evening attendance),6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,148.0,0,8,1 – single,150.0,4 - Administrative staff,0,-3.12,26-30,141-150,12-15,151-160
Dropout,6,13.166666666666666,0,0,20,17 - 2nd phase - general contingent,1,0,9254 - Tourism,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,122.6,1,6,1 – single,125.0,9 - Unskilled Workers,0,2.02,17-20,121-130,12-15,121-130
Enrolled,4,13.5,1,1,18,1 - 1st phase - general contingent,0,0,9670 - Advertising and Marketing Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,123.0,1,6,1 – single,131.0,9 - Unskilled Workers,0,0.32,17-20,121-130,12-15,131-140
Graduate,5,12.0,1,0,27,39 - Over 23 years old,0,0,9853 - Basic Education,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,102.5,0,10,1 – single,130.0,9 - Unskilled Workers,0,0.32,26-30,101-110,12-15,131-140
Dropout,4,11.95,1,0,20,1 - 1st phase - general contingent,0,0,9500 - Nursing,7,34 - Unknown,113.3,1,8,1 – single,123.0,90 - Other Situation,0,0.32,17-20,111-120,9-12,121-130
Dropout,5,10.4,1,0,18,1 - 1st phase - general contingent,0,0,9853 - Basic Education,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,133.0,1,12,1 – single,141.0,9 - Unskilled Workers,0,-3.12,17-20,131-140,9-12,141-150
Dropout,6,14.583333333333334,1,0,33,7 - Holders of other higher courses,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,140.0,0,10,1 – single,140.0,9 - Unskilled Workers,0,-0.92,31-40,141-150,12-15,141-150
